"Year","Area_type","Area_code","Area_description","Maori_ethnic_group_indicator_summary_code","Maori_ethnic_group_indicator_summary_description","Median_total_personal_income_$"
"2018","Statistical Area 2","138000","Green Bay South","00","No 'Maori' response given","32900"
"2018","Statistical Area 2","138000","Green Bay South","20","Maori","34900"
"2018","Statistical Area 2","138000","Green Bay South","Total","Total","33000"
"2018","Statistical Area 2","138100","Balmoral","00","No 'Maori' response given","40000"
"2018","Statistical Area 2","138100","Balmoral","20","Maori","45000"
"2018","Statistical Area 2","138100","Balmoral","Total","Total","40300"
"2018","Statistical Area 2","138200","Sandringham East","00","No 'Maori' response given","34500"
"2018","Statistical Area 2","138200","Sandringham East","20","Maori","25800"
"2018","Statistical Area 2","138200","Sandringham East","Total","Total","34100"
"2018","Statistical Area 2","138300","New Windsor South","00","No 'Maori' response given","28300"
"2018","Statistical Area 2","138300","New Windsor South","20","Maori","28300"
"2018","Statistical Area 2","138300","New Windsor South","Total","Total","28300"
"2018","Statistical Area 2","138400","Mount Eden West","00","No 'Maori' response given","46800"
"2018","Statistical Area 2","138400","Mount Eden West","20","Maori","52100"
"2018","Statistical Area 2","138400","Mount Eden West","Total","Total","46900"
"2018","Statistical Area 2","138500","Newmarket","00","No 'Maori' response given","41700"
"2018","Statistical Area 2","138500","Newmarket","20","Maori","42500"
"2018","Statistical Area 2","138500","Newmarket","Total","Total","41700"
"2018","Statistical Area 2","138600","Blockhouse Bay North East","00","No 'Maori' response given","29400"
"2018","Statistical Area 2","138600","Blockhouse Bay North East","20","Maori","35800"
"2018","Statistical Area 2","138600","Blockhouse Bay North East","Total","Total","29800"
"2018","Statistical Area 2","138700","Epsom North","00","No 'Maori' response given","33900"
"2018","Statistical Area 2","138700","Epsom North","20","Maori","36200"
"2018","Statistical Area 2","138700","Epsom North","Total","Total","34000"
"2018","Statistical Area 2","138800","Wesley South","00","No 'Maori' response given","28500"
"2018","Statistical Area 2","138800","Wesley South","20","Maori","C"
"2018","Statistical Area 2","138800","Wesley South","Total","Total","27700"
"2018","Statistical Area 2","138900","Blockhouse Bay South","00","No 'Maori' response given","30900"
"2018","Statistical Area 2","138900","Blockhouse Bay South","20","Maori","37100"
"2018","Statistical Area 2","138900","Blockhouse Bay South","Total","Total","31300"
"2018","Statistical Area 2","139000","Mount Eden East","00","No 'Maori' response given","44100"
"2018","Statistical Area 2","139000","Mount Eden East","20","Maori","45900"
"2018","Statistical Area 2","139000","Mount Eden East","Total","Total","44200"
"2018","Statistical Area 2","139100","Wesley East","00","No 'Maori' response given","20200"
"2018","Statistical Area 2","139100","Wesley East","20","Maori","19300"
"2018","Statistical Area 2","139100","Wesley East","Total","Total","20000"
"2018","Statistical Area 2","139200","Orakei West","00","No 'Maori' response given","54800"
"2018","Statistical Area 2","139200","Orakei West","20","Maori","31500"
"2018","Statistical Area 2","139200","Orakei West","Total","Total","53100"
"2018","Statistical Area 2","139300","Maungawhau","00","No 'Maori' response given","44600"
"2018","Statistical Area 2","139300","Maungawhau","20","Maori","43100"
"2018","Statistical Area 2","139300","Maungawhau","Total","Total","44600"
"2018","Statistical Area 2","139400","Remuera West","00","No 'Maori' response given","47900"
"2018","Statistical Area 2","139400","Remuera West","20","Maori","42700"
"2018","Statistical Area 2","139400","Remuera West","Total","Total","47800"
"2018","Statistical Area 2","139500","Blockhouse Bay East","00","No 'Maori' response given","25100"
"2018","Statistical Area 2","139500","Blockhouse Bay East","20","Maori","29700"
"2018","Statistical Area 2","139500","Blockhouse Bay East","Total","Total","25300"
"2018","Statistical Area 2","139600","Lynfield North","00","No 'Maori' response given","31000"
"2018","Statistical Area 2","139600","Lynfield North","20","Maori","26300"
"2018","Statistical Area 2","139600","Lynfield North","Total","Total","30600"
"2018","Statistical Area 2","139700","Mount Roskill North","00","No 'Maori' response given","34000"
"2018","Statistical Area 2","139700","Mount Roskill North","20","Maori","25700"
"2018","Statistical Area 2","139700","Mount Roskill North","Total","Total","33600"
"2018","Statistical Area 2","139800","Mount Roskill White Swan","00","No 'Maori' response given","30700"
"2018","Statistical Area 2","139800","Mount Roskill White Swan","20","Maori","22600"
"2018","Statistical Area 2","139800","Mount Roskill White Swan","Total","Total","30400"
"2018","Statistical Area 2","139900","Mount Eden South","00","No 'Maori' response given","43300"
"2018","Statistical Area 2","139900","Mount Eden South","20","Maori","42500"
"2018","Statistical Area 2","139900","Mount Eden South","Total","Total","43200"
"2018","Statistical Area 2","140000","Remuera Waitaramoa","00","No 'Maori' response given","51800"
"2018","Statistical Area 2","140000","Remuera Waitaramoa","20","Maori","41500"
"2018","Statistical Area 2","140000","Remuera Waitaramoa","Total","Total","51400"
"2018","Statistical Area 2","140100","Orakei East","00","No 'Maori' response given","44000"
"2018","Statistical Area 2","140100","Orakei East","20","Maori","25300"
"2018","Statistical Area 2","140100","Orakei East","Total","Total","37400"
"2018","Statistical Area 2","140200","Epsom Central-North","00","No 'Maori' response given","29000"
"2018","Statistical Area 2","140200","Epsom Central-North","20","Maori","28800"
"2018","Statistical Area 2","140200","Epsom Central-North","Total","Total","29000"
"2018","Statistical Area 2","140300","Mount St John","00","No 'Maori' response given","26300"
"2018","Statistical Area 2","140300","Mount St John","20","Maori","24400"
"2018","Statistical Area 2","140300","Mount St John","Total","Total","26100"
"2018","Statistical Area 2","140400","Mount Roskill Central North","00","No 'Maori' response given","23700"
"2018","Statistical Area 2","140400","Mount Roskill Central North","20","Maori","20900"
"2018","Statistical Area 2","140400","Mount Roskill Central North","Total","Total","23400"
"2018","Statistical Area 2","140500","Remuera North","00","No 'Maori' response given","54300"
"2018","Statistical Area 2","140500","Remuera North","20","Maori","48500"
"2018","Statistical Area 2","140500","Remuera North","Total","Total","54100"
"2018","Statistical Area 2","140600","Three Kings West","00","No 'Maori' response given","23800"
"2018","Statistical Area 2","140600","Three Kings West","20","Maori","22200"
"2018","Statistical Area 2","140600","Three Kings West","Total","Total","23600"
"2018","Statistical Area 2","140700","Mount Roskill Central South","00","No 'Maori' response given","20200"
"2018","Statistical Area 2","140700","Mount Roskill Central South","20","Maori","18000"
"2018","Statistical Area 2","140700","Mount Roskill Central South","Total","Total","19900"
"2018","Statistical Area 2","140800","Epsom Central-South","00","No 'Maori' response given","36200"
"2018","Statistical Area 2","140800","Epsom Central-South","20","Maori","28400"
"2018","Statistical Area 2","140800","Epsom Central-South","Total","Total","36100"
"2018","Statistical Area 2","140900","Lynfield South","00","No 'Maori' response given","36200"
"2018","Statistical Area 2","140900","Lynfield South","20","Maori","34900"
"2018","Statistical Area 2","140900","Lynfield South","Total","Total","36200"
"2018","Statistical Area 2","141000","Remuera South","00","No 'Maori' response given","41400"
"2018","Statistical Area 2","141000","Remuera South","20","Maori","40200"
"2018","Statistical Area 2","141000","Remuera South","Total","Total","41400"
"2018","Statistical Area 2","141100","Mission Bay","00","No 'Maori' response given","49300"
"2018","Statistical Area 2","141100","Mission Bay","20","Maori","51700"
"2018","Statistical Area 2","141100","Mission Bay","Total","Total","49400"
"2018","Statistical Area 2","141200","Three Kings East","00","No 'Maori' response given","44700"
"2018","Statistical Area 2","141200","Three Kings East","20","Maori","43000"
"2018","Statistical Area 2","141200","Three Kings East","Total","Total","44700"
"2018","Statistical Area 2","141300","Mount Roskill South","00","No 'Maori' response given","29800"
"2018","Statistical Area 2","141300","Mount Roskill South","20","Maori","33400"
"2018","Statistical Area 2","141300","Mount Roskill South","Total","Total","30100"
"2018","Statistical Area 2","141400","Inlet Manukau Harbour","00","No 'Maori' response given","C"
"2018","Statistical Area 2","141400","Inlet Manukau Harbour","20","Maori","C"
"2018","Statistical Area 2","141400","Inlet Manukau Harbour","Total","Total","C"
"2018","Statistical Area 2","141500","Epsom East","00","No 'Maori' response given","38000"
"2018","Statistical Area 2","141500","Epsom East","20","Maori","42800"
"2018","Statistical Area 2","141500","Epsom East","Total","Total","38200"
"2018","Statistical Area 2","141600","Remuera Waiata","00","No 'Maori' response given","55700"
"2018","Statistical Area 2","141600","Remuera Waiata","20","Maori","34600"
"2018","Statistical Area 2","141600","Remuera Waiata","Total","Total","54900"
"2018","Statistical Area 2","141700","Epsom South","00","No 'Maori' response given","44900"
"2018","Statistical Area 2","141700","Epsom South","20","Maori","34500"
"2018","Statistical Area 2","141700","Epsom South","Total","Total","44500"
"2018","Statistical Area 2","141800","Kohimarama","00","No 'Maori' response given","53100"
"2018","Statistical Area 2","141800","Kohimarama","20","Maori","48500"
"2018","Statistical Area 2","141800","Kohimarama","Total","Total","53000"
"2018","Statistical Area 2","141900","Meadowbank West","00","No 'Maori' response given","48600"
"2018","Statistical Area 2","141900","Meadowbank West","20","Maori","33000"
"2018","Statistical Area 2","141900","Meadowbank West","Total","Total","47400"
"2018","Statistical Area 2","142000","Hillsborough North (Auckland)","00","No 'Maori' response given","27900"
"2018","Statistical Area 2","142000","Hillsborough North (Auckland)","20","Maori","22700"
"2018","Statistical Area 2","142000","Hillsborough North (Auckland)","Total","Total","27700"
"2018","Statistical Area 2","142100","Hillsborough West (Auckland)","00","No 'Maori' response given","35800"
"2018","Statistical Area 2","142100","Hillsborough West (Auckland)","20","Maori","30000"
"2018","Statistical Area 2","142100","Hillsborough West (Auckland)","Total","Total","35600"
"2018","Statistical Area 2","142200","Greenlane North","00","No 'Maori' response given","40600"
"2018","Statistical Area 2","142200","Greenlane North","20","Maori","39300"
"2018","Statistical Area 2","142200","Greenlane North","Total","Total","40600"
"2018","Statistical Area 2","142300","Waikowhai North","00","No 'Maori' response given","24500"
"2018","Statistical Area 2","142300","Waikowhai North","20","Maori","19700"
"2018","Statistical Area 2","142300","Waikowhai North","Total","Total","23800"
"2018","Statistical Area 2","142400","Remuera East","00","No 'Maori' response given","53600"
"2018","Statistical Area 2","142400","Remuera East","20","Maori","50900"
"2018","Statistical Area 2","142400","Remuera East","Total","Total","53500"
"2018","Statistical Area 2","142500","Waikowhai South","00","No 'Maori' response given","41200"
"2018","Statistical Area 2","142500","Waikowhai South","20","Maori","44500"
"2018","Statistical Area 2","142500","Waikowhai South","Total","Total","41400"
"2018","Statistical Area 2","142600","Royal Oak West (Auckland)","00","No 'Maori' response given","33600"
"2018","Statistical Area 2","142600","Royal Oak West (Auckland)","20","Maori","34300"
"2018","Statistical Area 2","142600","Royal Oak West (Auckland)","Total","Total","33600"
"2018","Statistical Area 2","142700","Saint Heliers West","00","No 'Maori' response given","54000"
"2018","Statistical Area 2","142700","Saint Heliers West","20","Maori","50000"
"2018","Statistical Area 2","142700","Saint Heliers West","Total","Total","53800"
